measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,5,East Asia,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,73.96449018509787,82.76447533621004,66.07853692680463
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1982,64.42370447138178,67.64684569113956,61.57415723078552
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1982,71.67592332143418,74.3025508138737,68.65540011530935
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1982,258.58441083737705,264.72307986764605,246.04173348812267
1,Deaths,138,North Africa and Middle East,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1982,96.20590282617215,106.93824961658669,86.59684973500922
1,Deaths,95469,Limited Health System,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,256.4767301201002,353.7831608560765,191.90214172900977
1,Deaths,95469,Limited Health System,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,114.08617959443677,128.74239153271068,100.91167109035649
1,Deaths,95469,Limited Health System,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,341.2732120128059,368.6628488815571,308.2804161161169
1,Deaths,104,Caribbean,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1055.0215624518785,1094.2248536060333,1014.1112749398454
1,Deaths,104,Caribbean,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,44.95793122105209,53.77468273288478,35.159407137558226
1,Deaths,70,Australasia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,161.47690118369016,168.37814234155076,153.8180054354403
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1982,120.46507430413672,123.07718967365159,116.41997563311348
1,Deaths,56,Eastern Europe,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,147.39144268406272,150.7444999911146,143.8853293795736
1,Deaths,243,Middle East & North Africa - WB,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1982,80.20664430589225,87.9428801472336,73.50533421893802
1,Deaths,244,South Asia - WB,3,Both,27,Age-standardized,294,All causes,3,Rate,1982,1552.205934438243,1602.3699411731159,1496.5483636989393
1,Deaths,244,South Asia - WB,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1982,274.2790529202258,381.2124328354764,203.7083490800067
1,Deaths,199,Western Sub-Saharan Africa,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,80.43654375533366,93.90251032113862,66.1480255577453
1,Deaths,244,South Asia - WB,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1982,314.14921724134626,340.28563501656856,281.7613050559305
1,Deaths,44560,America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,154.22071667830608,157.7661402610887,147.06171112014107
1,Deaths,44561,Asia,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1379.0810723972286,1438.8887908898976,1322.3539709830497
1,Deaths,95469,Limited Health System,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,84.92799778381934,93.41578153335142,75.66610929240204
1,Deaths,95470,Minimal Health System,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,2117.6430519379164,2323.3308823370517,1920.0249258904316
1,Deaths,100,High-income North America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,165.58172339958713,169.8876412563363,157.82547375779455
1,Deaths,159,South Asia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,308.44442409572724,337.3308316945946,275.46020722572996
1,Deaths,5,East Asia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1982,201.19830716578258,230.67868929324524,172.77751506865698
1,Deaths,42,Central Europe,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1043.3244273919825,1047.611884918744,1039.2568374143762
1,Deaths,95470,Minimal Health System,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,434.1815618907794,483.0505670227607,383.50693257477946
1,Deaths,44563,African Region,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1819.6085756840262,1919.759986473408,1707.2707989748374
1,Deaths,44563,African Region,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,193.58917932197707,273.9484100941142,129.72559641884956
1,Deaths,44563,African Region,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,161.62070214990263,181.77753289757263,141.7078362112973
1,Deaths,44561,Asia,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,117.6509562163353,159.07307959298268,87.55689403691538
1,Deaths,44561,Asia,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,79.7491758973679,87.68735534429256,72.26951995652723
1,Deaths,44561,Asia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,391.84143324613296,421.2008457749463,363.37434141475165
1,Deaths,192,Southern Sub-Saharan Africa,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,133.16620121202115,145.2541875460462,120.97094300521775
1,Deaths,44537,Commonwealth Low Income,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,92.91830622506323,107.46547496051917,78.27523554383306
1,Deaths,9,Southeast Asia,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1336.9717877572127,1439.4594814564546,1254.0544591450994
1,Deaths,9,Southeast Asia,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,167.44700317484944,265.090388731367,91.2638478071584
1,Deaths,9,Southeast Asia,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,76.82158476725456,89.63646917519141,67.29516668986031
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1038.009538161843,1058.2615761217598,1019.9223367067929
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,53.46065306396948,61.73619472148291,45.1822553716959
1,Deaths,241,Latin America & Caribbean - WB,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1057.0013263960059,1074.3888812376608,1040.717826838241
1,Deaths,44563,African Region,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,366.90907460339673,398.4835810916341,331.7334879060502
1,Deaths,9,Southeast Asia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,360.12857030891206,409.6120061176868,312.793847231083
1,Deaths,42,Central Europe,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,1.785569193705531,1.9639425474040433,1.6175600346358008
1,Deaths,42,Central Europe,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,36.05270781223885,37.62438850032885,34.70030383419515
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,387.1166387560934,399.4994323300959,362.63429075891054
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1077.2805524009675,1097.3449636074083,1058.360732107372
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,57.1470796573068,65.99315001904908,48.16097966811287
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,404.18580292884985,417.1871010605073,378.21362276518715
1,Deaths,21,Oceania,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1463.9058730311945,1668.6714325901564,1285.3339531137858
1,Deaths,21,Oceania,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,100.47584651416324,148.78714019246456,57.06678724583722
1,Deaths,21,Oceania,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,103.94418222214111,121.65448531877864,84.4771035338703
1,Deaths,44638,North America,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,750.8625434704113,752.3894518506193,749.3322292966461
1,Deaths,94365,Central Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1939.163724869009,2130.286299311618,1755.9230864210376
1,Deaths,94365,Central Africa,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,180.1432907059216,255.71475107752113,120.41052707152174
1,Deaths,120,Andean Latin America,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1102.7568041484674,1163.758383468102,1047.6971091326554
1,Deaths,120,Andean Latin America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,220.9814979064354,238.8971245514194,203.14133653879153
1,Deaths,42,Central Europe,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,555.3866442763353,568.8968952546102,529.1453028768962
1,Deaths,241,Latin America & Caribbean - WB,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,54.22514528480974,58.824216511127524,49.68641843632228
1,Deaths,241,Latin America & Caribbean - WB,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,77.51455176511377,81.43597920979339,73.58215927975375
1,Deaths,138,North Africa and Middle East,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1353.4186295576658,1422.2680068800928,1288.0873748997387
1,Deaths,42,Central Europe,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,166.15554477612895,171.07823959605804,160.59398684415584
1,Deaths,138,North Africa and Middle East,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,45.692339613442805,55.45861329981525,36.35657588749044
1,Deaths,138,North Africa and Middle East,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,83.60443764273273,99.4497805547881,74.01926929311404
1,Deaths,138,North Africa and Middle East,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,545.7872325293803,585.2340775749018,490.99509236814174
1,Deaths,32,Central Asia,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1057.1604265471328,1075.1191687286498,1038.4692250977328
1,Deaths,32,Central Asia,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,17.53788268158236,19.715330563094593,15.201512556673093
1,Deaths,9,Southeast Asia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,96.33008086305647,107.66460908714376,83.14211326645608
1,Deaths,138,North Africa and Middle East,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,97.38918896611511,108.49681998592592,87.39596679098892
1,Deaths,44563,African Region,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,105.31900627749634,117.31505048727631,92.36895341928715
1,Deaths,44564,Region of the Americas,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,923.29291941171,933.168965531143,913.6550344140395
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1061.4314037209106,1092.9999513627438,1033.41323463441
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,72.06918958647242,75.9861853817962,68.2138802122556
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,83.48561580467747,86.76883292363004,79.69575179615904
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,269.9510517802706,283.04954993087296,254.3202451955529
1,Deaths,167,Central Sub-Saharan Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,2046.97488284627,2313.2838191880373,1818.0101639797952
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,120.5939697857396,126.3759783302023,115.37607125839295
1,Deaths,167,Central Sub-Saharan Africa,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,421.67467081907904,493.7378833508887,348.9512977157008
1,Deaths,44535,Commonwealth High Income,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,797.9532211875903,800.0421139670918,795.6861704965575
1,Deaths,44535,Commonwealth High Income,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,0.4799842552328396,0.5082225079568736,0.4483217688895112
1,Deaths,95468,Basic Health System,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1289.0309420391402,1370.8499240805027,1211.9432099831952
1,Deaths,95468,Basic Health System,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,56.46937287150292,75.72252055751328,41.53481620334391
1,Deaths,95468,Basic Health System,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,72.00936546729052,78.02605557708833,66.55657253838461
1,Deaths,21,Oceania,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,441.8256140180889,518.4089639882073,366.0110157132495
1,Deaths,44564,Region of the Americas,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,348.46996656520923,361.11466281157203,323.48651537991117
1,Deaths,120,Andean Latin America,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1982,45.98971326243504,53.72807170050039,37.60024463399615
1,Deaths,120,Andean Latin America,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1982,152.71556220392955,167.89196330863203,136.0135569559229
1,Deaths,44561,Asia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,144.61154880203145,159.09013787732053,132.1585472095855
1,Deaths,100,High-income North America,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,18.530859034980136,19.513030149183304,16.72667695498577
1,Deaths,248,Eastern Africa,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,122.71759348679126,135.78603252504476,108.70706282738156
1,Deaths,241,Latin America & Caribbean - WB,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,135.91324218463228,139.62015722563694,131.21513985708646
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1828.661423229299,1933.747011960776,1714.1460724081885
1,Deaths,167,Central Sub-Saharan Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,2028.0755206061692,2284.174738966685,1795.2562158747385
1,Deaths,261,Southern Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1646.4693305496387,1760.1457342229667,1545.9754728076493
1,Deaths,261,Southern Africa,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,168.32185835370498,233.7856513811682,115.85469423826137
1,Deaths,261,Southern Africa,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,138.6192985189216,155.99513001198213,123.4286355486594
1,Deaths,44562,Europe,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,170.01469235798902,173.4552558223372,164.72804149876893
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,361.82817373642786,394.71706901841486,326.0309964179016
1,Deaths,44564,Region of the Americas,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,33.678220435580755,36.85046687670516,30.691215738422457
1,Deaths,95468,Basic Health System,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,431.29640398011855,466.51833309284683,394.9488844347954
1,Deaths,167,Central Sub-Saharan Africa,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,420.2212868201328,488.7208009125893,350.7962110062815
1,Deaths,73,Western Europe,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,797.6604954387007,798.9143658257319,796.2975141769858
1,Deaths,73,Western Europe,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,0.7250913869592475,0.7632040673511366,0.6722817883124639
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,294,All causes,3,Rate,1981,1266.407365596849,1343.7154476108544,1187.2589602789471
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1981,51.22289571299892,73.87061848314308,32.90423532263263
1,Deaths,167,Central Sub-Saharan Africa,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,110.15833303050078,136.2270978827044,90.32463225707347
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1982,1715.5341302090142,1837.8551332884783,1603.802855862049
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1982,215.78474078137705,304.012066094022,142.4606307642864
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,294,All causes,3,Rate,1980,1289.347886042213,1380.4909679623402,1202.1573225490058
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,52.89390546338622,77.17829894008622,33.945910905495225
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,71.87575491737246,79.32157493478681,64.95142452626443
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,419.18204516450527,457.4342347383844,380.73821080072736
1,Deaths,32,Central Asia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,509.6435317038153,525.4710164039445,479.6868979508275
1,Deaths,104,Caribbean,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,72.16795246646383,79.95214306127993,64.78461225444464
1,Deaths,104,Caribbean,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1980,384.9705319833483,402.27155002277505,364.90986929567646
1,Deaths,100,High-income North America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1981,165.49812687400035,169.9675073240762,157.6503131086094
1,Deaths,5,East Asia,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,205.97514703570783,242.11330415690782,176.67807976023227
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,178.98428589695223,203.4925616816078,158.8099700910604
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1981,70.28097690194384,77.75689613694948,64.1162625435236
1,Deaths,239,East Asia & Pacific - WB,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1981,412.1899357031032,450.2288159825102,379.01140427235293
1,Deaths,120,Andean Latin America,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1980,54.67225130949154,64.4271794293837,45.191763283065576
1,Deaths,120,Andean Latin America,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1980,170.5266980246252,186.21552120313822,153.6995469318924
1,Deaths,240,Europe & Central Asia - WB,3,Both,27,Age-standardized,294,All causes,3,Rate,1982,933.1163949450171,939.2009855264462,927.2443749890193
1,Deaths,240,Europe & Central Asia - WB,3,Both,27,Age-standardized,302,Diarrheal diseases,3,Rate,1982,5.37132003810795,6.432169932482376,4.614977212777161
1,Deaths,240,Europe & Central Asia - WB,3,Both,27,Age-standardized,322,Lower respiratory infections,3,Rate,1982,42.92001619623815,45.87442909908187,40.31688651310669
1,Deaths,134,Tropical Latin America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1980,129.64947237760285,133.18637949411377,124.30627495269425
